plan_id,state,metal_level,rate,rate_area
49438WM5088227,GA,Silver,313.47,4
08073TG8291693,GA,Silver,314.19,4
63084JR5874138,GA,Silver,315.0,4
69236GD8016620,GA,Silver,316.7,4
78138SG3451230,GA,Silver,319.31,4
76532IP0856494,GA,Silver,321.07,4
13238CK7313082,GA,Silver,326.0,4
04338KW2186060,GA,Silver,327.82,4
00359MX4137562,GA,Silver,337.16,4
07248IJ3515416,GA,Silver,339.0,4
30087MU1915845,GA,Silver,339.97,4
58504MY2704649,GA,Silver,350.21,4
02771LF3959735,GA,Silver,355.13,4
37570QI6170201,GA,Silver,356.48,4
72041WB3233334,GA,Silver,376.09,4
59298FB9360155,GA,Silver,378.22,4
95728DL4550326,GA,Silver,383.01,4
07863WW3129820,GA,Silver,393.37,4
94179VV0328218,GA,Silver,240.61,5
45138LM6899514,GA,Silver,248.17,5
73516OM6165589,GA,Silver,260.49,5
38341GD9357628,GA,Silver,267.83,5
18549SR7488720,GA,Silver,270.05,5
23894FL2293417,GA,Silver,285.13,5
60660SO7549142,GA,Silver,285.89,5
95726QJ5489824,GA,Silver,287.51,5
64781QC3279076,GA,Silver,296.17,5
96129CK9681406,GA,Silver,300.34,5
99680DY2838499,GA,Silver,301.62,5
99834BC3582244,GA,Silver,303.34,5
34069NJ9520857,GA,Silver,396.19,5
24566NE9306855,GA,Silver,406.92,5
77215MO4993616,GA,Silver,99.53,6
80488QN0452279,GA,Silver,290.6,6
91897XI8290484,GA,Silver,296.75,6
66485LN1088133,GA,Silver,306.07,6
84462JD4057490,GA,Silver,333.06,6
96977HV1485661,GA,Silver,335.81,6
25597GZ9821670,GA,Silver,344.01,6
08974YA6298513,GA,Silver,354.59,6
87500DC9394558,GA,Silver,362.92,6
56582GL7202363,GA,Silver,364.99,6
49619UH2692176,GA,Silver,368.31,6
64749BM2933507,GA,Silver,373.49,6
13272WJ1253728,GA,Silver,464.35,6
21738UF7871319,GA,Silver,476.93,6
33718ON3192280,GA,Silver,275.97,7
26728IF0503854,GA,Silver,275.97,7
95690JB1264600,GA,Silver,276.05,7
89016OB7366151,GA,Silver,276.14,7
85425PC3190618,GA,Silver,276.17,7
12089SA2938849,GA,Silver,276.43,7
10298JR4970844,GA,Silver,276.52,7
19001TJ4616408,GA,Silver,278.31,7
25417EU4394003,GA,Silver,278.96,7
29734HG1316613,GA,Silver,283.04,7
26494VD3904975,GA,Silver,285.07,7
24502ML7497817,GA,Silver,291.05,7
74449NR9870320,GA,Silver,298.62,7
28308CF2301046,GA,Silver,300.31,7
15765CT9191847,GA,Silver,312.77,7
33304ST8873025,GA,Silver,315.36,7
99452VS1920697,GA,Silver,332.98,7
11977QO3471357,GA,Silver,335.76,7
91230UI4053548,GA,Silver,345.88,7
08354TG6344144,GA,Silver,350.74,7
94456JI3928148,GA,Silver,372.17,7
01478VK9937247,GA,Silver,382.25,7
86931QE7436454,GA,Silver,248.02,8
09098XS3958976,GA,Silver,253.95,8
36327VS7606021,GA,Silver,261.24,8
36243HQ9077693,GA,Silver,263.01,8
92425MJ9611957,GA,Silver,263.94,8
15232BP6223518,GA,Silver,264.45,8
17720XR2607017,GA,Silver,265.01,8
74352YV6627113,GA,Silver,267.49,8
06615VU7995675,GA,Silver,269.88,8
83944EG6868111,GA,Silver,270.25,8
32038PT4718274,GA,Silver,271.23,8
70805BZ4292693,GA,Silver,272.73,8
92756CU1519927,GA,Silver,273.02,8
79202NR8781291,GA,Silver,276.33,8
99118KG1875269,GA,Silver,277.72,8
14520MJ3714308,GA,Silver,279.14,8
65000EB1325341,GA,Silver,282.03,8
00450KN0885649,GA,Silver,283.39,8
91388RH8926432,GA,Silver,285.73,8
93636DB0184593,GA,Silver,288.37,8
07598FF5246341,GA,Silver,289.81,8
66437TY9691039,GA,Silver,301.71,8
42631AD8561539,GA,Silver,304.21,8
25109MF5814427,GA,Silver,311.56,8
73358YW3111451,GA,Silver,313.38,8
46267LU7564017,GA,Silver,315.0,8
92743DU3498716,GA,Silver,317.78,8
39249XQ8968435,GA,Silver,326.0,8
63772GL0140325,GA,Silver,328.69,8
41305QX2312837,GA,Silver,330.56,8
90483MT9292900,GA,Silver,339.0,8
08318DI9717744,GA,Silver,377.5,8
10372HK0630427,GA,Silver,387.72,8
61536II4350215,GA,Silver,269.5,9
99790VG3127749,GA,Silver,271.73,9
14123LH2048290,GA,Silver,275.97,9
92590CG4845000,GA,Silver,275.97,9
17483QA2608763,GA,Silver,276.05,9
81664VQ9499756,GA,Silver,276.14,9
68021SO6307155,GA,Silver,276.17,9
26549EH4922661,GA,Silver,276.43,9
05008GK4098841,GA,Silver,276.52,9
63996TJ7675659,GA,Silver,278.31,9
12351KD0057540,GA,Silver,278.96,9
17333OJ9827470,GA,Silver,285.07,9
20072WR8210286,GA,Silver,286.92,9
53438UE7229004,GA,Silver,289.31,9
11971BC8775110,GA,Silver,291.05,9
37076XU6087827,GA,Silver,298.03,9
64192NI1707766,GA,Silver,302.22,9
48303AK2218586,GA,Silver,342.58,9
06238IW0740447,GA,Silver,361.41,9
51609XN8506496,GA,Silver,363.47,9
54225LY2837558,GA,Silver,372.17,9
41891NL9955607,GA,Silver,382.25,9
30427BS9620354,GA,Silver,252.4,10
15352LQ0858453,GA,Silver,258.86,10
43334DP5639855,GA,Silver,262.41,10
98601PA0915654,GA,Silver,264.21,10
76177CO0061195,GA,Silver,264.58,10
91438NQ0989893,GA,Silver,267.0,10
22739MN5557697,GA,Silver,277.17,10
78046VH6953372,GA,Silver,279.37,10
96112BY7686786,GA,Silver,281.7,10
11184DB5157154,GA,Silver,285.9,10
30634RY4206624,GA,Silver,287.59,10
58099HC0939256,GA,Silver,287.59,10
70841MP4002016,GA,Silver,287.67,10
15735FR0344606,GA,Silver,287.76,10
36493JO9818527,GA,Silver,287.8,10
28151CD5958438,GA,Silver,288.07,10
34683NS7744666,GA,Silver,288.16,10
65625GJ7332745,GA,Silver,290.03,10
27478FD2470003,GA,Silver,290.19,10
23887CH0278528,GA,Silver,290.7,10
57158FU7807832,GA,Silver,294.27,10
56186JD4055871,GA,Silver,297.07,10
39728DN2906804,GA,Silver,303.31,10
10745OH2609577,GA,Silver,315.0,10
65886WM0963113,GA,Silver,326.0,10
87350PZ2015484,GA,Silver,331.52,10
42497FE7329968,GA,Silver,339.0,10
51479UL5587970,GA,Silver,349.76,10
62235LL6721745,GA,Silver,351.75,10
54794NO8628592,GA,Silver,380.53,10
34820KR1286274,GA,Silver,390.85,10
53002KK2482770,GA,Silver,282.6,11
42860JI7280650,GA,Silver,290.6,11
82201JM6991978,GA,Silver,291.47,11
06743YE2008807,GA,Silver,317.24,11
91043FE5931069,GA,Silver,319.86,11
35682XL7811905,GA,Silver,337.74,11
25611SV6130100,GA,Silver,340.56,11
76327WC8397010,GA,Silver,350.82,11
80231TR2196900,GA,Silver,355.75,11
16465XQ0785890,GA,Silver,356.34,11
84962UX4108404,GA,Silver,359.33,11
82998AT4301522,GA,Silver,371.1,11
06445UU6580652,GA,Silver,374.02,11
63996OG5981273,GA,Silver,379.1,11
99052RK0772813,GA,Silver,381.25,11
68337SS7313236,GA,Silver,486.45,11
83654UM1807626,GA,Silver,499.63,11
64534LG7970125,GA,Silver,269.21,12
16356BG2781276,GA,Silver,273.01,12
84126OF6929568,GA,Silver,275.27,12
56042VN5338315,GA,Silver,277.67,12
90923WD9185647,GA,Silver,290.65,12
65433KS2209437,GA,Silver,293.07,12
46408OH2016444,GA,Silver,300.77,12
46644IB7416596,GA,Silver,301.92,12
21092WT7015636,GA,Silver,306.15,12
01913ND6491420,GA,Silver,317.88,12
54434RU5435254,GA,Silver,319.05,12
25501MY3256853,GA,Silver,336.59,12
59233QH0355503,GA,Silver,338.51,12
14193YG5644847,GA,Silver,342.15,12
72177RX2984869,GA,Silver,356.32,12
21964JO0195187,GA,Silver,359.12,12
96352LH6593842,GA,Silver,414.3,12
11610YM5267050,GA,Silver,425.52,12
59014FH6115071,GA,Silver,272.99,13
22521KG6880321,GA,Silver,285.76,13
07652LN8339905,GA,Silver,303.99,13
67112BL4116235,GA,Silver,306.5,13
41946HP8903377,GA,Silver,315.0,13
69256DD9298158,GA,Silver,319.54,13
33806JO9062246,GA,Silver,319.54,13
46577KK9436189,GA,Silver,319.64,13
98406KR2698331,GA,Silver,319.74,13
51916EE1945606,GA,Silver,319.78,13
49237AC7383334,GA,Silver,320.08,13
92936XP3766389,GA,Silver,320.18,13
76115XF0195078,GA,Silver,322.26,13
67111TP4316073,GA,Silver,323.0,13
98787XJ7085885,GA,Silver,323.64,13
92193QP1145305,GA,Silver,326.0,13
75142JN3144003,GA,Silver,326.33,13
15292NF1209502,GA,Silver,330.08,13
62051QK9273254,GA,Silver,336.16,13
68784LO7662345,GA,Silver,337.01,13
40774EF0921158,GA,Silver,339.0,13
21172UX4559072,GA,Silver,340.88,13
08802VX3184460,GA,Silver,351.14,13
19983EY4692345,GA,Silver,362.59,13
48196UC4489426,GA,Silver,368.55,13
41951CX0831686,GA,Silver,370.45,13
42421IL6156794,GA,Silver,372.55,13
74423RH0698128,GA,Silver,377.6,13
41241TV3896558,GA,Silver,378.53,13
08519IT1009606,GA,Silver,380.58,13
58908EU3901602,GA,Silver,226.61,14
57556TB0546164,GA,Silver,232.37,14
27019BY5130665,GA,Silver,233.72,14
44956YR3650184,GA,Silver,255.47,14
19998MQ7277712,GA,Silver,257.91,14
54484BH0069003,GA,Silver,263.49,14
47357OL6739327,GA,Silver,267.72,14
11142VT6188744,GA,Silver,280.56,14
92649SH3790991,GA,Silver,282.44,14
39423IP6624691,GA,Silver,282.88,14
02236BF9388956,GA,Silver,284.05,14
41927JW3780366,GA,Silver,298.69,14
87660TS0099988,GA,Silver,301.18,14
27168RA1544193,GA,Silver,310.27,14
36737KO1765121,GA,Silver,314.62,14
63560NS4402458,GA,Silver,372.4,14
39127SP6352229,GA,Silver,382.5,14
50767TY0738695,GA,Silver,315.74,15
72473IH8663652,GA,Silver,325.64,15
50788GH8361346,GA,Silver,374.02,15
63417RB8731361,GA,Silver,377.11,15
54752EE9606288,GA,Silver,378.93,15
02682OG6954516,GA,Silver,398.2,15
68733LB5788363,GA,Silver,399.78,15
94692OK0936946,GA,Silver,401.51,15
21205LF7228604,GA,Silver,402.06,15
97397NW7937587,GA,Silver,413.62,15
59743UG9012726,GA,Silver,419.43,15
64327XC6755704,GA,Silver,477.62,15
71430PW4109508,GA,Silver,490.55,15
64650HU2569569,GA,Silver,260.34,16
92602QC4994027,GA,Silver,262.49,16
01705MG2904942,GA,Silver,277.16,16
87133BH8153767,GA,Silver,279.47,16
55840CI6960797,GA,Silver,287.89,16
98308QP7978535,GA,Silver,290.94,16
64394MF4627602,GA,Silver,291.94,16
50583VY5051220,GA,Silver,302.65,16
62105CI0678324,GA,Silver,319.3,16
41764JT8467444,GA,Silver,321.12,16
01760OV2772846,GA,Silver,386.68,16
34726CA8545489,GA,Silver,397.15,16
04350IN4979203,IA,Silver,273.76,1
29700DK6896673,IA,Silver,287.3,1
94313WQ8579602,IA,Silver,322.34,1
17607FO6892881,IA,Silver,337.76,1
99015AH8158731,IA,Silver,388.68,1
78393IO8147289,IA,Silver,190.16,2
85466ZO0068872,IA,Silver,199.43,2
94861HQ6276286,IA,Silver,201.14,2
19177LF6232929,IA,Silver,211.1,2
43710GX3786763,IA,Silver,236.84,2
06613FD5307377,IA,Silver,248.17,2
96802KP3372311,IA,Silver,285.58,2
03745MH0440611,IA,Silver,241.14,3
15145HG0577229,IA,Silver,252.76,3
99502TT7359047,IA,Silver,276.39,3
52803MU5251146,IA,Silver,289.61,3
08857YS9202319,IA,Silver,333.27,3
76605RH9615229,IA,Silver,346.54,3
90526SI7467498,IA,Silver,365.68,3
12900CR5741339,IA,Silver,365.99,3
71538QO0621038,IA,Silver,366.0,3
16581UB9583006,IA,Silver,372.45,3
08513NQ7665832,IA,Silver,374.3,3
97158KR2120191,IA,Silver,376.3,3
29579QY7363560,IA,Silver,384.62,3
11018RG5061748,IA,Silver,203.44,4
94023OJ3942488,IA,Silver,214.03,4
36035RC4150004,IA,Silver,228.53,4
65363BB9525532,IA,Silver,233.63,4
21692GE7790037,IA,Silver,240.29,4
92172IU2823051,IA,Silver,241.86,4
12574GV2881484,IA,Silver,245.78,4
52744WK4499744,IA,Silver,254.4,4
69662OL2674613,IA,Silver,270.47,4
38785HX8142419,IA,Silver,283.41,4
89764OW5499782,IA,Silver,326.14,4
21318KP0980596,IA,Silver,230.29,5
45918LJ5048551,IA,Silver,230.29,5
29115DK5435519,IA,Silver,242.39,5
53201XP1639035,IA,Silver,242.39,5
43709PT9727611,IA,Silver,278.29,5
59735OE6060103,IA,Silver,291.6,5
61346IW5971729,IA,Silver,335.56,5
94622ZG3846176,IA,Silver,228.14,6
40361YX2939341,IA,Silver,228.14,6
54996BH7999653,IA,Silver,228.14,6
46793VH3819743,IA,Silver,240.12,6
41292BG4206322,IA,Silver,240.12,6
38200MD4606620,IA,Silver,240.12,6
65330IX2348615,IA,Silver,275.68,6
56647FF7756854,IA,Silver,288.87,6
44253LA0130185,IA,Silver,332.42,6
74611XC1284635,IA,Silver,241.86,7
44187JZ1895780,IA,Silver,254.56,7
76038EB3875267,IA,Silver,292.26,7
29650YQ8602837,IA,Silver,306.24,7
67096OW4208998,IA,Silver,346.54,7
47120AM7505199,IA,Silver,352.41,7
80676TP4846574,IA,Silver,365.68,7
86615YW2898692,IA,Silver,365.99,7
92020HF8660224,IA,Silver,366.0,7
54930JK4757458,IA,Silver,372.45,7
84157WX3013996,IA,Silver,374.3,7
98633KL2677636,IA,Silver,376.3,7
09859IG0387963,IA,Silver,384.62,7
95026HZ9695911,IL,Silver,207.04,1
27765DT7606672,IL,Silver,209.95,1
59340XO6416485,IL,Silver,211.06,1
10290GB4049658,IL,Silver,215.16,1
53396CQ7079621,IL,Silver,218.16,1
30846VL1325560,IL,Silver,220.37,1
77933VV9073345,IL,Silver,223.16,1
90403FR8730607,IL,Silver,223.45,1
75054TQ4632988,IL,Silver,224.63,1
86789DB1347563,IL,Silver,227.63,1
51418KN7347576,IL,Silver,228.65,1
72885IR1213080,IL,Silver,229.38,1
14631DO3602634,IL,Silver,229.47,1
47161PR7425433,IL,Silver,230.07,1
23736QB6013954,IL,Silver,230.49,1
11952KU3176131,IL,Silver,231.84,1
55760BD7713509,IL,Silver,232.71,1
75808CI8779645,IL,Silver,233.14,1
83212HI7979170,IL,Silver,234.09,1
86653EW8474883,IL,Silver,235.03,1
38990KB1150707,IL,Silver,237.32,1
81235YJ4353543,IL,Silver,238.35,1
57029PI9064650,IL,Silver,238.71,1
63014PG9058937,IL,Silver,239.76,1
63730HF3059365,IL,Silver,240.25,1
17829GI1061381,IL,Silver,241.19,1
51335GJ2848957,IL,Silver,241.9,1
37128JY2259368,IL,Silver,243.07,1
60257FB6365331,IL,Silver,243.67,1
36142ZZ9127388,IL,Silver,243.87,1
38945TC8816906,IL,Silver,247.3,1
77345GI4418961,IL,Silver,248.28,1
55905IC1641404,IL,Silver,248.77,1
97377IF0047501,IL,Silver,249.77,1
91807ZD9364692,IL,Silver,249.85,1
88745BS1137951,IL,Silver,252.21,1
32126UV0275536,IL,Silver,272.26,1
46675DT7827871,IL,Silver,279.89,1
79110IS3816018,IL,Silver,280.31,1
87042WY7886195,IL,Silver,282.61,1
19610EM5684583,IL,Silver,282.88,1
05324ZU8541783,IL,Silver,283.7,1
73553RZ6036642,IL,Silver,297.95,1
44638KN0712903,IL,Silver,305.96,1
22989VI9815676,IL,Silver,309.4,1
65978EL3088841,IL,Silver,318.19,1
73754YC8328032,IL,Silver,321.4,1
17330HC9669357,IL,Silver,322.45,1
87215PU9000962,IL,Silver,343.9,1
72701TN0049017,IL,Silver,347.12,1
34625OR1697760,IL,Silver,366.56,1
10338UB5660605,IL,Silver,373.66,1
23550ZX0150568,IL,Silver,446.14,1
34369SP1665033,IL,Silver,454.75,1
06954QS1019453,IL,Silver,224.08,2
05449DT1651379,IL,Silver,238.23,2
79777DP6768604,IL,Silver,241.43,2
94221OD2791562,IL,Silver,244.82,2
20491FW8887007,IL,Silver,246.04,2
94320WE9271007,IL,Silver,247.52,2
97633WP0005712,IL,Silver,247.6,2
24904FC4461900,IL,Silver,282.19,2
49989MB7040601,IL,Silver,291.34,2
63706OZ1601879,IL,Silver,294.28,2
76014CJ2781476,IL,Silver,314.89,2
70655AD9174863,IL,Silver,317.83,2
75870KU2585113,IL,Silver,318.04,2
64041PL0970925,IL,Silver,326.6,2
22445RY1084188,IL,Silver,330.26,2
13248YL3126718,IL,Silver,344.19,2
19190EM0690851,IL,Silver,369.02,2
73621MR6489046,IL,Silver,376.17,2
64356IQ3245780,IL,Silver,455.16,2
31268IP1801608,IL,Silver,463.95,2
47448HE2974623,IL,Silver,211.82,3
87011PO8521311,IL,Silver,225.12,3
43324IP4930657,IL,Silver,231.43,3
51128CG3534777,IL,Silver,234.08,3
47043NH4079672,IL,Silver,243.99,3
91085IU1978730,IL,Silver,247.41,3
95567TK8901441,IL,Silver,247.46,3
97516PR2395904,IL,Silver,252.14,3
14335RH2845957,IL,Silver,253.66,3
29116SV8768502,IL,Silver,253.74,3
97842GO3619051,IL,Silver,296.71,3
22618WO3546804,IL,Silver,299.71,3
30612NM4657646,IL,Silver,300.54,3
91142IC6054915,IL,Silver,308.63,3
39429JM8103626,IL,Silver,312.09,3
61734EI7593083,IL,Silver,320.69,3
40477WW7435350,IL,Silver,323.69,3
55172CW2948192,IL,Silver,325.26,3
03405XG0727886,IL,Silver,477.69,3
53024RP2403265,IL,Silver,486.91,3
63065FE2537803,IL,Silver,211.3,4
75415JL2175678,IL,Silver,221.32,4
52526BI0540455,IL,Silver,224.62,4
06572GY4541502,IL,Silver,230.69,4
46805QQ9410476,IL,Silver,230.85,4
40764CS9913865,IL,Silver,233.97,4
92448HR8774087,IL,Silver,238.4,4
64103AX7722966,IL,Silver,239.83,4
75093NH5632679,IL,Silver,239.91,4
67627WN7934011,IL,Silver,262.8,4
35372TR2214338,IL,Silver,265.45,4
91982IQ3631760,IL,Silver,271.86,4
08060FW1551113,IL,Silver,284.04,4
02822JU8952170,IL,Silver,286.69,4
78228CG2733435,IL,Silver,290.21,4
22509VF2233164,IL,Silver,297.04,4
78718GM2472486,IL,Silver,299.85,4
12516JU7709047,IL,Silver,300.03,4
37548GB9193152,IL,Silver,307.92,4
34235OC0442859,IL,Silver,309.42,4
19031AP0201220,IL,Silver,311.37,4
26430ZD6304247,IL,Silver,324.51,4
39344VE6647229,IL,Silver,459.66,4
65692KN7979384,IL,Silver,468.53,4
55881PK3277290,IL,Silver,239.83,5
53793CB7632893,IL,Silver,270.16,5
53526OE2911062,IL,Silver,271.86,5
67787VV4276962,IL,Silver,276.71,5
28172XP6479858,IL,Silver,278.37,5
22514LT0632094,IL,Silver,278.46,5
36591TB1340514,IL,Silver,290.21,5
28025KF5854362,IL,Silver,291.78,5
66994TT1830323,IL,Silver,292.37,5
16336KQ4969626,IL,Silver,297.04,5
33050NB6139358,IL,Silver,300.03,5
35494CS4508313,IL,Silver,300.24,5
39357RG1331747,IL,Silver,303.61,5
84341MV6006607,IL,Silver,309.42,5
86043XH4602582,IL,Silver,310.27,5
56255GQ4484325,IL,Silver,316.41,5
32867TM2129149,IL,Silver,316.53,5
22296PY1235948,IL,Silver,335.35,5
11004XZ5068462,IL,Silver,549.97,5
92979VQ7878587,IL,Silver,560.58,5
91412EQ6038343,IL,Silver,203.54,6
60557OU3238568,IL,Silver,222.38,6
03429LR1800745,IL,Silver,226.76,6
74339TU0608373,IL,Silver,228.12,6
36353ES6517147,IL,Silver,228.2,6
15009BG2767465,IL,Silver,259.39,6
52025KM2288424,IL,Silver,261.61,6
37180GF6121903,IL,Silver,266.37,6
75156TI3172012,IL,Silver,269.36,6
08553SR8983853,IL,Silver,280.72,6
57741VO0952367,IL,Silver,282.53,6
53114UQ4215679,IL,Silver,290.89,6
23689HV1524890,IL,Silver,310.52,6
58773IX2064712,IL,Silver,317.83,6
45916JT4714815,IL,Silver,321.03,6
42747OQ9886956,IL,Silver,331.07,6
48223NO5333677,IL,Silver,332.03,6
27099OT2693720,IL,Silver,358.87,6
05179EY0023859,IL,Silver,220.21,7
89916VN5326766,IL,Silver,227.15,7
32713AX0362921,IL,Silver,237.83,7
70549JQ3737130,IL,Silver,252.83,7
80255FR2276691,IL,Silver,252.91,7
06394IV0503512,IL,Silver,269.9,7
74672EH5362736,IL,Silver,273.35,7
03195VW4761581,IL,Silver,276.25,7
56825CA5490226,IL,Silver,279.03,7
12852AL1160174,IL,Silver,286.13,7
29882SF5234530,IL,Silver,287.77,7
75995BV2964668,IL,Silver,293.82,7
21948OM5514938,IL,Silver,297.12,7
63572YQ9514425,IL,Silver,300.57,7
66821TQ3659193,IL,Silver,302.06,7
92620BX1066780,IL,Silver,302.38,7
00418OR1055011,IL,Silver,302.47,7
59567CG6821958,IL,Silver,309.66,7
19927ZF6751732,IL,Silver,326.23,7
73227LX3807023,IL,Silver,332.54,7
37090DC9015075,IL,Silver,545.27,7
42211YJ5954320,IL,Silver,555.79,7
28244YP4452945,IL,Silver,252.83,8
81873XL4081206,IL,Silver,269.9,8
12378EP9987006,IL,Silver,271.59,8
89574BX0401694,IL,Silver,273.22,8
08851CK6968063,IL,Silver,273.31,8
69240WA4774150,IL,Silver,273.88,8
53876LG0630737,IL,Silver,276.25,8
47202TH4557375,IL,Silver,279.03,8
81185XT2552319,IL,Silver,281.24,8
51238TF4700586,IL,Silver,284.4,8
06954ZB7158135,IL,Silver,287.77,8
78291UZ2403488,IL,Silver,296.4,8
06875KG1503194,IL,Silver,347.76,8
89508EI7485150,IL,Silver,354.5,8
06910SZ1118970,IL,Silver,371.03,8
65234HD0269935,IL,Silver,401.02,8
46498YR8655531,IL,Silver,252.83,9
20162IR1649366,IL,Silver,269.9,9
74224YQ4080364,IL,Silver,270.09,9
05562FQ3195610,IL,Silver,271.71,9
90841ZU7291764,IL,Silver,271.8,9
30200JL6416713,IL,Silver,276.25,9
13812PZ2034433,IL,Silver,279.03,9
16367CR7044615,IL,Silver,282.58,9
23612UR7095439,IL,Silver,283.12,9
50568BL4543438,IL,Silver,287.77,9
68590EI7783296,IL,Silver,290.74,9
45617WG9453084,IL,Silver,294.01,9
42351QT7442629,IL,Silver,305.42,9
80160UF6730674,IL,Silver,306.4,9
94670PB1891235,IL,Silver,253.82,10
06544UH7083970,IL,Silver,258.27,10
76416IM4587812,IL,Silver,262.95,10
77436YM7110353,IL,Silver,264.53,10
04943MJ3244470,IL,Silver,264.61,10
84074FR0019296,IL,Silver,274.12,10
92369YS1697873,IL,Silver,275.7,10
03580KI5423925,IL,Silver,279.19,10
88837WR0883317,IL,Silver,282.19,10
42326MM9099529,IL,Silver,284.6,10
80297IC5907589,IL,Silver,285.03,10
77296EA8322176,IL,Silver,292.26,10
03248UC1176466,IL,Silver,293.95,10
51414DR1019279,IL,Silver,295.54,10
71194DT5679214,IL,Silver,299.04,10
63319VP5288395,IL,Silver,301.75,10
89159XC0235728,IL,Silver,308.0,10
60258CR1914605,IL,Silver,486.7,10
50668FC2420910,IL,Silver,496.09,10
83585DC6573532,IL,Silver,247.87,11
50061ZR0946366,IL,Silver,249.36,11
23581OM9959350,IL,Silver,249.44,11
34253ON1068887,IL,Silver,264.83,11
43327FE1721097,IL,Silver,271.96,11
02735MV2495313,IL,Silver,275.01,11
80288GS9473746,IL,Silver,277.29,11
90234PU5540892,IL,Silver,286.61,11
04382NY0914194,IL,Silver,296.01,11
29259GM9490229,IL,Silver,302.98,11
92896XP9566117,IL,Silver,306.03,11
14323YI9842725,IL,Silver,315.6,11
30419MW1630881,IL,Silver,341.04,11
75057TU3296340,IL,Silver,368.6,11
37329OL9865749,IL,Silver,230.87,12
26405RZ9302067,IL,Silver,246.78,12
15219VK9633503,IL,Silver,248.26,12
58242JU3055897,IL,Silver,248.34,12
00422LW8927842,IL,Silver,249.34,12
49865KY3947363,IL,Silver,251.96,12
07570GU3212880,IL,Silver,264.36,12
68808OW8711852,IL,Silver,271.48,12
68628XS0094696,IL,Silver,272.33,12
87219AK1910777,IL,Silver,274.52,12
46044QT1396764,IL,Silver,286.1,12
33836RH0678442,IL,Silver,296.03,12
13441VR5282959,IL,Silver,319.95,12
22068ER8262592,IL,Silver,368.28,12
69418OJ6703792,IL,Silver,375.38,12
40081OV0472811,IL,Silver,282.42,13
01196WX9258373,IL,Silver,284.11,13
48218IP1762014,IL,Silver,284.2,13
74995MJ3820081,IL,Silver,285.45,13
55754LO9868300,IL,Silver,290.45,13
28591QF1210684,IL,Silver,298.26,13
03710KW5030760,IL,Silver,301.61,13
33708IY1730009,IL,Silver,304.72,13
79004NC7183438,IL,Silver,311.89,13
74403SP9895712,IL,Silver,314.33,13
27979KW0327117,IL,Silver,315.03,13
97872KD6294509,IL,Silver,324.89,13
03721KC3272142,IL,Silver,338.81,13
51363TP4607685,IL,Silver,366.2,13
35326XH8066414,IN,Silver,288.54,1
20556MA0920132,IN,Silver,293.6,1
74923GL5982534,IN,Silver,301.06,1
93058CA8965266,IN,Silver,304.5,1
23807EP7102235,IN,Silver,306.3,1
78148GH0400836,IN,Silver,306.34,1
47739FR3872501,IN,Silver,309.49,1
50658NG5835094,IN,Silver,309.84,1
33111DF3100644,IN,Silver,312.01,1
59944JR4751565,IN,Silver,312.73,1
30675QN0492046,IN,Silver,312.95,1
73479JP9661508,IN,Silver,317.49,1
89885DN6736162,IN,Silver,318.44,1
73473VD4743527,IN,Silver,319.59,1
08126KP2859965,IN,Silver,323.24,1
82329FJ1151233,IN,Silver,329.61,1
51845DQ0901467,IN,Silver,330.26,1
08166LI8531146,IN,Silver,331.21,1
30732GU4619882,IN,Silver,331.97,1
50879CD1603302,IN,Silver,332.21,1
28581CX6854896,IN,Silver,337.54,1
68549BZ9630601,IN,Silver,339.25,1
42578UC7032279,IN,Silver,346.65,1
86957CX4934516,IN,Silver,372.27,1
73967XJ6378140,IN,Silver,375.22,1
05460EI4610152,IN,Silver,375.49,1
16455VO7930258,IN,Silver,382.7,1
67761CC3637525,IN,Silver,383.49,1
19098JV1176029,IN,Silver,386.42,1
83199QV7615098,IN,Silver,386.79,1
95208EC3781274,IN,Silver,414.32,1
78000NF8936422,IN,Silver,422.28,1
73029CB6389297,IN,Silver,309.49,2
99967NV9458870,IN,Silver,316.63,2
17170YZ1042150,IN,Silver,320.78,2
44214WI8647948,IN,Silver,329.61,2
91022JI4594709,IN,Silver,335.21,2
56209BC8503086,IN,Silver,336.11,2
07195VF7083065,IN,Silver,336.7,2
08116TE3544874,IN,Silver,336.86,2
98193YH4950233,IN,Silver,341.09,2
42555VN9678673,IN,Silver,341.75,2
24774GX5798327,IN,Silver,343.48,2
31617QW7197141,IN,Silver,346.3,2
40691RL1929034,IN,Silver,349.66,2
31980SG9076374,IN,Silver,349.75,2
69744RZ3108976,IN,Silver,350.0,2
86002CM1003936,IN,Silver,353.75,2
95246WE0314996,IN,Silver,355.84,2
22590IJ5861127,IN,Silver,355.89,2
38003VL9547096,IN,Silver,359.96,2
63810ST0462194,IN,Silver,362.47,2
32371GQ7827854,IN,Silver,363.56,2
99021GM5432557,IN,Silver,368.83,2
29775VC8682099,IN,Silver,369.94,2
96810ZG4490607,IN,Silver,371.27,2
86360OM9248783,IN,Silver,375.22,2
60292MI2592732,IN,Silver,375.49,2
54493YN8767884,IN,Silver,375.52,2
05653BX8199227,IN,Silver,383.49,2
45148SD3504217,IN,Silver,384.78,2
62703OE9372149,IN,Silver,385.94,2
24529DT3211913,IN,Silver,441.27,2
46437WN7561066,IN,Silver,449.76,2
45219PL0419812,IN,Silver,277.56,3
